    entiteitnummer;haltenummer;omschrijving;omschrijvinglang;gemeentenummer;omschrijvinggemeente;geocoordinaat;haltetoegankelijkheden;hoofdhalte;taal;links;latitude;longitude;locatie
2;200172;Geitstraat;Gent Geitstraat;4612;Gent;"{""latitude"": 51.056594, ""longitude"": 3.698289}";MOTORISCH_MET_ASSIST;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200172""}]";51.056594;3.698289;51.056594, 3.698289
2;200185;Varendrieskouter;Drongen Varendrieskouter;4617;Gent;"{""latitude"": 51.048668, ""longitude"": 3.640711}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200185""}]";51.048668;3.640711;51.048668, 3.640711
2;200193;Oudewee;Drongen Oudewee;4617;Gent;"{""latitude"": 51.047381, ""longitude"": 3.644542}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200193""}]";51.047381;3.644542;51.047381, 3.644542
2;200205;Louise Derachestraat;Oostakker Louise Derachestraat;4615;Gent;"{""latitude"": 51.082648, ""longitude"": 3.779597}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200205""}]";51.082648;3.779597;51.082648, 3.779597
2;200212;Zingemkouterstraat;Sint-Amandsberg Zingemkouterstraat;4616;Gent;"{""latitude"": 51.072386, ""longitude"": 3.764262}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200212""}]";51.072386;3.764262;51.072386, 3.764262
2;200216;Zavelput;Sint-Amandsberg Zavelput;4616;Gent;"{""latitude"": 51.066713, ""longitude"": 3.758203}";MOTORISCHE_BEPERKING;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200216""}]";51.066713;3.758203;51.066713, 3.758203
2;200217;Everstraat;Sint-Amandsberg Everstraat;4616;Gent;"{""latitude"": 51.068831, ""longitude"": 3.763916}";MOTORISCHE_BEPERKING;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200217""}]";51.068831;3.763916;51.068831, 3.763916
2;200219;Dienstencentrum;Sint-Amandsberg Dienstencentrum;4616;Gent;"{""latitude"": 51.061995, ""longitude"": 3.749362}";MOTORISCHE_BEPERKING;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200219""}]";51.061995;3.749362;51.061995, 3.749362
2;200227;Van Eyckstraat;Gent Van Eyckstraat;4612;Gent;"{""latitude"": 51.053287, ""longitude"": 3.733967}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200227""}]";51.053287;3.733967;51.053287, 3.733967
2;200235;Verenigde-Natieslaan;Gent Verenigde-Natieslaan;4612;Gent;"{""latitude"": 51.044144, ""longitude"": 3.703995}";MOTORISCHE_BEPERKING;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200235""}]";51.044144;3.703995;51.044144, 3.703995
2;200242;Achtenkouterstraat;Sint-Amandsberg Achtenkouterstraat;4616;Gent;"{""latitude"": 51.077047, ""longitude"": 3.781238}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200242""}]";51.077047;3.781238;51.077047, 3.781238
2;200247;Bollewerkstraat;Drongen Bollewerkstraat;4617;Gent;"{""latitude"": 51.048411, ""longitude"": 3.635655}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200247""}]";51.048411;3.635655;51.048411, 3.635655
2;200255;Zalegemstraat;Oostakker Zalegemstraat;4615;Gent;"{""latitude"": 51.095725, ""longitude"": 3.778189}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200255""}]";51.095725;3.778189;51.095725, 3.778189
2;200271;Muinklaan;Gent Muinklaan;4612;Gent;"{""latitude"": 51.042543, ""longitude"": 3.732634}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200271""}]";51.042543;3.732634;51.042543, 3.732634
2;200272;Leeuwstraat;Gent Leeuwstraat;4612;Gent;"{""latitude"": 51.039886, ""longitude"": 3.732268}";MOTORISCHE_BEPERKING;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200272""}]";51.039886;3.732268;51.039886, 3.732268
2;200274;Heuvelpoort;Gent Heuvelpoort;4612;Gent;"{""latitude"": 51.03857, ""longitude"": 3.7268}";MOTORISCHE_BEPERKING;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200274""}]";51.03857;3.7268;51.03857, 3.7268
2;200296;Remi Vlerickstraat;Zwijnaarde Remi Vlerickstraat;4624;Gent;"{""latitude"": 50.999487, ""longitude"": 3.710361}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200296""}]";50.999487;3.710361;50.999487, 3.710361
2;200311;Sterre (Kortrijksesteenweg);Gent Sterre (Kortrijksesteenweg);4612;Gent;"{""latitude"": 51.025756, ""longitude"": 3.709463}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200311""}]";51.025756;3.709463;51.025756, 3.709463
2;200325;Molen;Zwijnaarde Molen;4624;Gent;"{""latitude"": 51.005054, ""longitude"": 3.714722}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200325""}]";51.005054;3.714722;51.005054, 3.714722
2;200342;Krijgslaan;Gent Krijgslaan;4612;Gent;"{""latitude"": 51.028944, ""longitude"": 3.718198}";VISUELE_BEPERKING;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200342""}]";51.028944;3.718198;51.028944, 3.718198
2;200345;Gestichtstraat;Zwijnaarde Gestichtstraat;1378;Gent;"{""latitude"": 51.017482, ""longitude"": 3.719878}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200345""}]";51.017482;3.719878;51.017482, 3.719878
2;200355;Wondelgembrug;Gent Wondelgembrug;4612;Gent;"{""latitude"": 51.065365, ""longitude"": 3.710008}";MOTORISCHE_BEPERKING;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200355""}]";51.065365;3.710008;51.065365, 3.710008
2;200364;Stapelplein;Gent Stapelplein;4612;Gent;"{""latitude"": 51.062701, ""longitude"": 3.734169}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200364""}]";51.062701;3.734169;51.062701, 3.734169
2;200367;Sint-Jacobs perron 2;Gent Sint-Jacobs perron 2;4612;Gent;"{""latitude"": 51.056055, ""longitude"": 3.728198}";MOTORISCHE_BEPERKING;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200367""}]";51.056055;3.728198;51.056055, 3.728198
2;200374;de Heerestraat;Gent de Heerestraat;4612;Gent;"{""latitude"": 51.034294, ""longitude"": 3.725517}";MOTORISCHE_BEPERKING;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200374""}]";51.034294;3.725517;51.034294, 3.725517
2;200376;Opvoedingstraat;Gent Opvoedingstraat;4612;Gent;"{""latitude"": 51.028942, ""longitude"": 3.722242}";MOTORISCHE_BEPERKING;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200376""}]";51.028942;3.722242;51.028942, 3.722242
2;200414;Kollekasteel (Groenestaakstraat);Mariakerke Kollekasteel (Groenestaakstraat);4614;Gent;"{""latitude"": 51.081508, ""longitude"": 3.68706}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200414""}]";51.081508;3.68706;51.081508, 3.68706
2;200419;Evergemsesteenweg;Wondelgem Evergemsesteenweg;4611;Gent;"{""latitude"": 51.090364, ""longitude"": 3.716809}";MOTORISCHE_BEPERKING;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200419""}]";51.090364;3.716809;51.090364, 3.716809
2;200426;New-Yorkstraat;Gent New-Yorkstraat;4612;Gent;"{""latitude"": 51.077777, ""longitude"": 3.729822}";MOTORISCH_MET_ASSIST;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200426""}]";51.077777;3.729822;51.077777, 3.729822
2;200435;Koopvaardijlaan;Gent Koopvaardijlaan;4612;Gent;"{""latitude"": 51.06146, ""longitude"": 3.738291}";MOTORISCHE_BEPERKING;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200435""}]";51.06146;3.738291;51.06146, 3.738291
2;200436;Van Cleemputteplein;Gent Van Cleemputteplein;4616;Gent;"{""latitude"": 51.057043, ""longitude"": 3.751069}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200436""}]";51.057043;3.751069;51.057043, 3.751069
2;200442;Vlaamsekaai;Gent Vlaamsekaai;4612;Gent;"{""latitude"": 51.047086, ""longitude"": 3.74522}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200442""}]";51.047086;3.74522;51.047086, 3.74522
2;200443;Zalmstraat;Gent Zalmstraat;4612;Gent;"{""latitude"": 51.048603, ""longitude"": 3.742612}";MOTORISCH_MET_ASSIST;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200443""}]";51.048603;3.742612;51.048603, 3.742612
2;200444;Lousbergskaai;Gent Lousbergskaai;4612;Gent;"{""latitude"": 51.047561, ""longitude"": 3.739693}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200444""}]";51.047561;3.739693;51.047561, 3.739693
2;200451;Meeuwstraat;Gent Meeuwstraat;4612;Gent;"{""latitude"": 51.086381, ""longitude"": 3.729747}";MOTORISCHE_BEPERKING;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200451""}]";51.086381;3.729747;51.086381, 3.729747
2;200481;Ledebergplein;Ledeberg Ledebergplein;4621;Gent;"{""latitude"": 51.037487, ""longitude"": 3.742097}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200481""}]";51.037487;3.742097;51.037487, 3.742097
2;200486;Klaverpoel;Gentbrugge Klaverpoel;4619;Gent;"{""latitude"": 51.044661, ""longitude"": 3.77067}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200486""}]";51.044661;3.77067;51.044661, 3.77067
2;200490;Gentbruggekouter;Gentbrugge Gentbruggekouter;4619;Gent;"{""latitude"": 51.046996, ""longitude"": 3.764918}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200490""}]";51.046996;3.764918;51.046996, 3.764918
2;200501;Beekstraat;Mariakerke Beekstraat;4614;Gent;"{""latitude"": 51.071454, ""longitude"": 3.65977}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200501""}]";51.071454;3.65977;51.071454, 3.65977
2;200506;Losweg;Mariakerke Losweg;4614;Gent;"{""latitude"": 51.079508, ""longitude"": 3.689818}";MOTORISCH_MET_ASSIST;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200506""}]";51.079508;3.689818;51.079508, 3.689818
2;200507;Damstraat;Mariakerke Damstraat;4614;Gent;"{""latitude"": 51.076397, ""longitude"": 3.692323}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200507""}]";51.076397;3.692323;51.076397, 3.692323
2;200513;Rooigem (R40);Gent Rooigem (R40);4612;Gent;"{""latitude"": 51.063055, ""longitude"": 3.694668}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200513""}]";51.063055;3.694668;51.063055, 3.694668
2;200544;Hutsepotstraat;Zwijnaarde Hutsepotstraat;4624;Gent;"{""latitude"": 51.002703, ""longitude"": 3.714516}";MOTORISCHE_BEPERKING;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200544""}]";51.002703;3.714516;51.002703, 3.714516
2;200546;Braemkasteel;Gentbrugge Braemkasteel;4619;Gent;"{""latitude"": 51.038208, ""longitude"": 3.76325}";MOTORISCH_MET_ASSIST;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200546""}]";51.038208;3.76325;51.038208, 3.76325
2;200551;Korenmarkt perron 1;Gent Korenmarkt perron 1;4612;Gent;"{""latitude"": 51.053407, ""longitude"": 3.722223}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200551""}]";51.053407;3.722223;51.053407, 3.722223
2;200552;Korenmarkt perron 2;Gent Korenmarkt perron 2;4612;Gent;"{""latitude"": 51.053826, ""longitude"": 3.721668}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200552""}]";51.053826;3.721668;51.053826, 3.721668
2;200578;Afsneemolenstraat;Afsnee Afsneemolenstraat;4620;Gent;"{""latitude"": 51.024863, ""longitude"": 3.65304}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200578""}]";51.024863;3.65304;51.024863, 3.65304
2;200581;Dorp;Afsnee Dorp;4620;Gent;"{""latitude"": 51.030419, ""longitude"": 3.666909}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200581""}]";51.030419;3.666909;51.030419, 3.666909
2;200582;Steenaardestraat;Sint-Denijs-Westrem Steenaardestraat;4623;Gent;"{""latitude"": 51.028785, ""longitude"": 3.669355}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200582""}]";51.028785;3.669355;51.028785, 3.669355
2;200587;Loofblommestraat;Sint-Denijs-Westrem Loofblommestraat;4623;Gent;"{""latitude"": 51.023296, ""longitude"": 3.668815}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200587""}]";51.023296;3.668815;51.023296, 3.668815
2;200588;Luchthavenlaan;Sint-Denijs-Westrem Luchthavenlaan;4623;Gent;"{""latitude"": 51.024476, ""longitude"": 3.670659}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200588""}]";51.024476;3.670659;51.024476, 3.670659
2;200593;Strandloperstraat;Gent Strandloperstraat;4612;Gent;"{""latitude"": 51.03554, ""longitude"": 3.692153}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200593""}]";51.03554;3.692153;51.03554, 3.692153
2;200595;Roosakker;Gent Roosakker;4612;Gent;"{""latitude"": 51.036719, ""longitude"": 3.701926}";"MOTORISCH_MET_ASSIST;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200595""}]";51.036719;3.701926;51.036719, 3.701926
2;200626;Merelbeke Station;Gentbrugge Merelbeke Station;4619;Gent;"{""latitude"": 51.019674, ""longitude"": 3.764558}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200626""}]";51.019674;3.764558;51.019674, 3.764558
2;200659;Technologiepark (Tramstraat);Zwijnaarde Technologiepark (Tramstraat);4624;Gent;"{""latitude"": 51.008326, ""longitude"": 3.70743}";MOTORISCHE_BEPERKING;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200659""}]";51.008326;3.70743;51.008326, 3.70743
2;200702;Eddastraat;Gent Eddastraat;1377;Gent;"{""latitude"": 51.114006, ""longitude"": 3.788612}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200702""}]";51.114006;3.788612;51.114006, 3.788612
2;200706;Bokstraat;Sint-Kruis-Winkel Bokstraat;1378;Gent;"{""latitude"": 51.156691, ""longitude"": 3.800632}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200706""}]";51.156691;3.800632;51.156691, 3.800632
2;200727;Belgicastraat;Gent Belgicastraat;4612;Gent;"{""latitude"": 51.122232, ""longitude"": 3.768871}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200727""}]";51.122232;3.768871;51.122232, 3.768871
2;200728;Politieacademie;Gent Politieacademie;1377;Gent;"{""latitude"": 51.1338, ""longitude"": 3.793318}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200728""}]";51.1338;3.793318;51.1338, 3.793318
2;200730;Metaal A.M.;Gent Metaal A.M.;1377;Gent;"{""latitude"": 51.113456, ""longitude"": 3.798035}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200730""}]";51.113456;3.798035;51.113456, 3.798035
2;200781;Korenmarkt perron 4;Gent Korenmarkt perron 4;4612;Gent;"{""latitude"": 51.053614, ""longitude"": 3.723656}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200781""}]";51.053614;3.723656;51.053614, 3.723656
2;201014;Hortensiastraat;Gent Hortensiastraat;4612;Gent;"{""latitude"": 51.070229, ""longitude"": 3.703869}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201014""}]";51.070229;3.703869;51.070229, 3.703869
2;201016;Guislainstraat;Gent Guislainstraat;229;Gent;"{""latitude"": 51.066572, ""longitude"": 3.702051}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201016""}]";51.066572;3.702051;51.066572, 3.702051
2;201030;Van Nassaustraat;Gent Van Nassaustraat;4612;Gent;"{""latitude"": 51.040432, ""longitude"": 3.717417}";"MOTORISCH_MET_ASSIST;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201030""}]";51.040432;3.717417;51.040432, 3.717417
2;201049;Elshout;Drongen Elshout;4617;Gent;"{""latitude"": 51.052211, ""longitude"": 3.639268}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201049""}]";51.052211;3.639268;51.052211, 3.639268
2;201051;Pêcherstraat;Gentbrugge Pêcherstraat;4619;Gent;"{""latitude"": 51.027506, ""longitude"": 3.769134}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201051""}]";51.027506;3.769134;51.027506, 3.769134
2;201060;Stelplaats;Gentbrugge Stelplaats;4619;Gent;"{""latitude"": 51.037232, ""longitude"": 3.749484}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201060""}]";51.037232;3.749484;51.037232, 3.749484
2;201065;Zuid perron 2;Gent Zuid perron 2;4612;Gent;"{""latitude"": 51.048071, ""longitude"": 3.731562}";VISUELE_BEPERKING;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201065""}]";51.048071;3.731562;51.048071, 3.731562
2;201066;Lippensplein;Gent Lippensplein;4612;Gent;"{""latitude"": 51.049755, ""longitude"": 3.730446}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201066""}]";51.049755;3.730446;51.049755, 3.730446
2;201067;Vogelmarkt;Gent Vogelmarkt;4612;Gent;"{""latitude"": 51.050517, ""longitude"": 3.726048}";"MOTORISCH_MET_ASSIST;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201067""}]";51.050517;3.726048;51.050517, 3.726048
2;201074;Bijlokehof;Gent Bijlokehof;4612;Gent;"{""latitude"": 51.045254, ""longitude"": 3.713649}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201074""}]";51.045254;3.713649;51.045254, 3.713649
2;201076;Meersstraat;Gent Meersstraat;4612;Gent;"{""latitude"": 51.038579, ""longitude"": 3.710636}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201076""}]";51.038579;3.710636;51.038579, 3.710636
2;201100;Gravensteen (Geldmunt);Gent Gravensteen (Geldmunt);4612;Gent;"{""latitude"": 51.057013, ""longitude"": 3.721313}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201100""}]";51.057013;3.721313;51.057013, 3.721313
2;201102;Sluizeken;Gent Sluizeken;4612;Gent;"{""latitude"": 51.060192, ""longitude"": 3.725002}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201102""}]";51.060192;3.725002;51.060192, 3.725002
2;201103;Coppinsstraat;Gent Coppinsstraat;4612;Gent;"{""latitude"": 51.062152, ""longitude"": 3.727307}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201103""}]";51.062152;3.727307;51.062152, 3.727307
2;201108;Tolpoort (Neuseplein);Gent Tolpoort (Neuseplein);4612;Gent;"{""latitude"": 51.06723, ""longitude"": 3.726738}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201108""}]";51.06723;3.726738;51.06723, 3.726738
2;201110;AZ Sint-Lucas (Blaisantvest);Gent AZ Sint-Lucas (Blaisantvest);4612;Gent;"{""latitude"": 51.064856, ""longitude"": 3.718731}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201110""}]";51.064856;3.718731;51.064856, 3.718731
2;201111;Opgeëistenlaan;Gent Opgeëistenlaan;4612;Gent;"{""latitude"": 51.062702, ""longitude"": 3.715781}";VISUELE_BEPERKING;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201111""}]";51.062702;3.715781;51.062702, 3.715781
2;201131;Hielstraat;Gentbrugge Hielstraat;4619;Gent;"{""latitude"": 51.042955, ""longitude"": 3.759242}";MOTORISCH_MET_ASSIST;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201131""}]";51.042955;3.759242;51.042955, 3.759242
